Plant Code,Plant Name,FIPS
7972,Sumpter,p26163
7973,Sharpe,p20031
7974,Chamberlain Wind Project,p46015
7975,Pyramid,p35023
7976,Mulvane 2,p20173
7977,Granite Falls 2,p27173
7981,Mill Creek (SC),p45021
7982,South Generation,p27127
7984,Kalkaska CT #1,p26079
7985,Greater Des Moines,p19153
7987,Lake One,p06037
7988,Silver Creek,p28065
7989,Sylvarena,p28129
7990,Altamont,p17049
7991,West Campus Cogeneration Facility,p55025
7994,Randolph Road,p53025
7995,Airport Industrial,p08101
7997,Winston,p12105
7998,Tri Cities,p04013
7999,Grays Harbor Energy Facility,p53027
8000,Beatrice,p31067
8002,Newington,p33015
8004,Fife Brook,p25011
8005,Bear Swamp,p25011
8006,Roseton Generating Facility,p36071
8007,Holtsville,p36103
8008,Mickleton Station,p34015
8009,Auburn State Street,p36011
8010,Murray Turbine,p49035
8011,Three Mile Island,p42043
8012,Croydon CT Generating Station,p42017
8013,Winter,p55113
8014,Co Rd 33,p27083
8015,Paragould Reciprocating,p05055
8016,Factory,p17167
8017,Gallatin #2,p29061
8019,Portage,p26061
8020,Baldwin City Plant No 2,p20045
8021,Diesel Generator Farm,p53007
8022,Boulder Park,p53063
8023,Columbia (WI),p55021
8025,Montgomery,p27079
8026,Hartzog,p56005
8027,Blue Lake,p27139
8028,Arvada,p56033
8029,Sycamore (IA),p19153
8030,Barber Creek,p56005
8031,Emery Station,p19033
8034,Yankton,p46135
8036,Cooper Nuclear Station,p31127
8037,Clifton,p20201
8042,Belews Creek,p37169
8048,Anclote,p12101
8049,Intercession City,p12097
8050,Juneau,p55057
8053,Pouch,p36085
8054,Gerald Andrus,p28151
8055,Arkansas Nuclear One,p05115
8056,Waterford 1 & 2,p22089
8057,Superior Generation Energy Center,p55031
8059,Comanche (OK),p40031
8063,DeCordova Steam Electric Station,p48221
8066,Jim Bridger,p56037
8067,Fort Lupton,p08123
8068,Santan,p04013
8069,Huntington,p49015
8073,Beaver,p41009
8076,Ellwood,p06083
8100,Springfield (CO),p08009
8102,General James M Gavin,p39053
8105,Halstad,p27107
8106,Tipton,p19031
8108,Hopkinton,p19055
8110,Stanberry,p29075
8219,Ray D Nixon,p08041
8222,Coyote,p38057
8223,Springerville,p04001
8224,North Valmy,p32013
8225,FirstEnergy Seneca,p42123
8226,Cheswick Power Plant,p42003
8227,Glen Gardner,p34019
8902,Hoover Dam (AZ),p04015
8906,Astoria Generating Station,p36081
8907,Indian Point 3,p36119
9038,Cherry Street,p25017
9095,Monroe Street,p53063
9096,Upper Falls,p53063
9674,Nine Springs,p55025
9842,Newhalem,p53073
9864,Cabot Holyoke,p25013
10003,Colorado Energy Nations Company,p08059
10004,Mosaic South Pierce Operations,p12105
10005,Dinosaur Point,p06047
10008,Baptist Medical Center,p12031
10012,Covanta Warren Energy,p34041
10013,Covanta Hennepin Energy,p27053
10014,Lucky Peak Power Plant Project,p16001
10017,WestRock-West Point Mill,p51101
10018,Desert Peak Power Plant,p32001
10020,Cutrale Citrus Juices USA I,p12069
10025,"RED-Rochester, LLC",p36055
10026,Encina Water Pollution Control,p06073
10027,Windpark Unlimited 1,p06065
10028,Felt Hydroelectric Plant,p16081
10029,General Electric Aircraft Engines,p25009
10030,NRG Energy Center Dover,p10001
10033,Greater Detroit Resource Recovery,p26163
10034,Gilroy Power Plant,p06085
10036,Hillsborough Hosiery,p33011
10042,Kaweah Delta District Hospital,p06107
10043,Logan Generating Company LP,p34015
10048,Central Utilities Plant LAX,p06037
10049,Little Mac Project,p16083
10050,Fourche Creek Wastewater,p05119
10051,Lockville Hydropower,p37037
10052,Fairhaven Power,p06023
10058,General Electric Diesel Engine Plant,p42085
10059,General Electric Great Falls Upper Hydro,p23031
10061,MARS Chocolate North American LLC,p34041
10062,Miami Dade County Resource Recovery Fac,p12086
10063,Derby Hydro,p09140
10066,Lockwood Hydroelectric Facility,p23011
10070,Foothills Hydro Plant,p08035
10071,Portsmouth Genco LLC,p51740
10072,Engineered Carbons Borger Cogen,p48233
10074,Pulp Mill Power House,p06023
10075,Taconite Harbor Energy Center,p27031
10081,Strontia Springs Hydro Plant,p08035
10090,Commerce Refuse To Energy,p06037
10091,Total Energy Facilities,p06037
10099,Pedricktown Cogeneration Company LP,p34033
10108,Hampton Facility,p33015
10109,Franklin Industrial Complex,p33013
10110,Frito-Lay Cogen Plant,p06029
10113,John B Rich Memorial Power Station,p42107
10115,Grossmont Hospital,p06073
10116,Hampshire Paper,p36089
10118,Harrisburg Facility,p42043
10120,PInova Inc,p13127
10121,High Shoals Hydro (GA),p13211
10122,CIP II/AR Bridgewater Holdings - NJCOE,p34035
10123,Hoffmann LaRoche,p34031
10124,Hollow Dam Power Partnership,p36089
10125,Honeywell Farms,p36081
10128,Gosselin Hydro Plant,p06105
10129,Indiana University of Pennsylvania,p42063
10137,Deweys Mill,p50027
10138,South Dry Creek Hydro,p30009
10139,Isabella Hydro Project,p06029
10140,Birch Creek Power,p16033
10143,Colver Power Project,p42021
10144,Sierra Pacific Lincoln Facility,p06061
10148,White Pine Electric Power,p26131
10149,Decorative Panels Intl,p26007
10151,Grant Town Power Plant,p54049
10152,Warrior Ridge Hydro,p42061
10154,Power Island,p48039
10155,Brasfield,p51041
10156,Fresno Cogen Partners,p06019
10162,Whitewater Hydro Plant,p06065
10167,Seadrift Coke LP,p48057
10169,Carson Cogeneration,p06037
10173,Cherokee Falls,p45021
10175,Childrens Hospital,p06073
10176,M Street Jet,p25025
10180,Metro Wastewater Reclamation District,p08001
10181,Metropolitan Sewerage District,p37021
10183,Mine Falls Generating Station,p33011
10184,Central Utility Plant,p48453
10186,Anson Abenaki Hydros,p23025
10187,Engineered Carbons Echo Cogeneration,p48361
10188,Cutrale Citrus Juices USA II,p12105
10190,Castleton Energy Center,p36083
10191,Tehachapi Wind Resource I,p06029
10195,CF Industries Yazoo City Complex,p28163
10196,Moose River,p36049
10197,Philadlephia,p36045
10198,Mosaic Phosphates Uncle Sam,p22093
10199,West Ford Flat Power Plant,p06033
10202,Fernandina Beach Mill,p12089
10203,Valero Refinery Corpus Christi East,p48355
10204,Mosaic Co Tampa Facility,p12057
10205,Mosaic Co Greenbay,p12105
10206,Loma Linda University Cogen,p06071
10208,Escanaba Mill,p26041
10211,2 AC Station,p18089
10213,El Segundo Cogen,p06037
10214,Lower Saranac Hydroelectric Facility,p36019
10215,Snowbird Power Plant,p49035
10216,Alabama River Pulp,p01099
10218,Warrensburg Hydroelectric,p36113
10219,Middle Falls Hydro,p36115
10220,Sissonville Hydro,p36089
10221,New York State Dam Hydro,p36091
10222,Tulare Success Power Project,p06107
10223,AG Processing Inc,p19197
10224,Merck Rahway Power Plant,p34039
10233,Leaf River Cellulose LLC,p28111
10234,Biron Mill,p55141
10237,Diana Hydroelectric,p36049
10238,Dolgeville Hydro,p36043
10243,Ticona Polymers Inc,p48355
10244,P H Glatfelter Co -Chillicothe Facility,p39141
10245,ArcelorMittal Burns Harbor,p18127
10250,Bay County Waste to Energy,p12005
10252,Domtar Kingsport Mill,p47163
10253,Haypress,p06091
10255,West Enfield Hydro,p23019
10258,Haw River Hydro,p37001
10261,Enterprise Products Operating,p48201
10262,California Institute of Technology,p06037
10275,Florida's Natural Growers,p12105
10276,Clement Dam Hydro LLC,p33001
10279,Kansas River Project,p20045
10280,Bob Jones University Cogen Plant,p45045
10282,Big Creek Water Works,p06105
10285,Townsend Hydro,p42007
10286,Cornell Hydro,p36109
10287,Beowawe Power,p32015
10288,Big Valley Power LLC,p06035
10290,Bridgewater Power LP,p33009
10294,King City Power Plant,p06053
10296,South Forks Hydro,p16083
10298,Bayou Cogen Plant,p48201
10300,Desert View Power,p06065
10301,Louisiana Sugar Refining,p22093
10302,Juniata Locomotive Shop,p42013
10305,Dutchess Cnty Resource Recovery Facility,p36027
10307,Bellingham Cogeneration Facility,p25021
10308,Sayreville Cogeneration Facility,p34023
10319,Geismar,p22005
10320,Enka,p37021
10323,Copper Dam Plant,p41027
10324,Peters Drive Plant,p41027
10325,Mink Creek Hydro,p16041
10328,T B Simon Power Plant,p26065
10333,Florida Power Development,p12053
10339,Southside Water Reclamation Plant,p35001
10342,Foster Wheeler Martinez,p06013
10343,Foster Wheeler Mt Carmel Cogen,p42097
10346,Hillman Power LLC,p26119
10349,Greenleaf 2 Power Plant,p06101
10350,Greenleaf 1 Power Plant,p06101
10354,ReEnergy Livermore Falls,p23001
10356,ReEnergy Ashland,p23003
10360,Green Bay West Mill,p55009
10361,Savannah River Mill,p13103
10362,Muskogee Mill,p40101
10377,James River Genco LLC,p51670
10378,CPI USA NC Southport,p37019
10379,CPI USA NC Roxboro,p37145
10380,Elizabethtown Power LLC,p37017
10382,Lumberton,p37155
10384,Edgecombe Genco LLC,p37065
10387,Sycamore Energy 1,p06073
10388,GRS Newby I,p06085
10392,GRS American Canyon,p06095
10395,GRS Coyote Canyon,p06059
10397,ArcelorMittal Indiana Harbor West,p18089
10398,Arcelormittal Cleveland Inc,p39035
10405,Kingsburg Cogen,p06019
10408,Clark University,p25027
10416,Pensacola Florida Plant,p12033
10417,Indian Orchard Plant 1,p25013
10418,Ascend Performance Materials Texas Inc.,p48039
10421,Dillon Hydro Plant,p08117
10422,Williams Fork Hydro Plant,p08049
10423,North Fork Hydro Plant,p08093
10424,Gross Hydro Plant,p08013
10425,International Paper - Orange,p48361
10426,Inland Paperboard Packaging Rome,p13115
10427,New-Indy Ontario Mill,p06071
10430,Anheuser-Busch St Louis,p29510
10431,Anheuser-Busch Jacksonville,p12031
10434,Mosaic New Wales Operations,p12105
10435,Camden Resource Recovery Facility,p34007
10436,ExxonMobil Baytown Refinery,p48201
10437,Sunray 2,p06071
10438,Sunray 3,p06071
10439,SEGS III,p06071
10440,SEGS IV,p06071
10441,SEGS V,p06071
10442,SEGS VI,p06071
10443,SEGS VII,p06071
10444,SEGS VIII,p06071
10446,SEGS IX,p06071
10453,LAC Courte Oreilles Hydroelect,p55113
10458,Muck Valley Hydroelectric,p06035
10464,ReEnergy Black River,p36045
10466,Wisconsin Rapids Paper Mill,p55141
10467,Fourth Branch Hydroelectric Facility,p36091
10469,Bear Canyon Power Plant,p06033
10471,Spadra Landfill Gas to Energy,p06037
10472,Puente Hills Energy Recovery,p06037
10473,Palos Verdes Gas to Energy,p06037
10474,4 AC Station,p18089
10475,Expander Turbine,p18089
10476,Whiting Mill,p55097
10477,Wisconsin Rapids Pulp Mill,p55141
10478,Pitchess Cogen Station,p06037
10479,Ples I,p06051
10480,Mammoth Pacific I,p06051
10481,Mammoth Pacific II,p06051
10486,Boise Cascade International Falls,p27071
10487,International Falls Power,p27071
10488,DeRidder Mill,p22011
10490,Upper Beaver Falls Project,p36049
10491,Mead Rumford Cogen,p23017
10493,Rumford Falls Hydro Facility,p23017
10494,Sheldon Springs Hydroelectric,p50011
10495,Rumford Cogeneration,p23017
10496,Kern River Cogeneration,p06029
10501,Mid-Set Cogeneration,p06029
10502,Thermal Energy Development Part LP,p06077
10503,Wheelabrator Hudson Falls,p36115
10504,Amalgamated Sugar Twin Falls,p16083
10511,Finch Paper,p36113
10519,Milton Hydro,p33017
10520,Dayton Hydro,p17099
10521,Lederle Laboratories,p36087
10523,Benton Falls Associates,p23011
10525,Craven County Wood Energy LP,p37049
10526,Dodge Falls Associates,p33009
10530,Feeder Dam Hydro Plant,p36091
10531,Beebee Island Hydro Plant,p36045
10532,Granger Electric Generating Station #2,p26037
10538,Dexter Plant,p36045
10539,Theresa Plant,p36045
10540,Diamond Island Plant,p36045
10544,Hailesboro 4 Plant,p36089
10545,Copenhagen Plant,p36049
10546,Beaver Valley Patterson Dam,p42007
10547,Pyrites Plant,p36089
10548,San Jose Cogeneration,p06085
10549,Al Turi,p36071
10550,High Shoals Hydro (NC),p37071
10553,Anderson Power Products Division,p25027
10554,Formosa Utility Venture Ltd,p48057
10555,Brassua Hydroelectric Project,p23025
10556,Boott Hydropower,p25017
10560,Rayonier Advanced Materials - Jesup Plant,p13305
10562,Fernandina Plant,p12089
10566,Chambers Cogeneration LP,p34033
10567,Algonquin Windsor Locks,p09110
10568,Port Arthur Texas Refinery,p48245
10570,Errol Hydroelectric Project,p33007
10586,Cameron Ridge LLC,p06029
10593,Agrilectric Power Partners Ltd,p22019
10597,Ridgetop Energy LLC,p06029
10600,MVUT,p06073
10601,Tesoro Wilmington Calciner,p06037
10603,Ebensburg Power,p42021
10605,Brunswick Cellulose,p13127
10606,Georgia-Pacific Crossett LLC,p05003
10608,Gilman Mill,p50009
10610,Georgia-Pacific Monticello Paper,p28077
10611,Georgia-Pacific Palatka Operations,p12107
10612,Georgia-Pacific Port Hudson,p22033
10613,Domtar - Woodland Mill,p23029
10617,CH Resources Beaver Falls,p36049
10620,Carthage Energy LLC,p36045
10621,CH Resources Syracuse,p36067
10623,Civic Center,p06037
10627,Pine Bluff Mill,p05069
10629,Wheelabrator Baltimore Refuse,p24510
10631,CE Leathers,p06025
10632,Del Ranch Company,p06025
10633,Hopewell Cogeneration,p51670
10634,Elmore Company,p06025
10635,"Corona Energy Partners, Ltd",p06065
10638,Pasadena,p48201
10639,New Orleans,p22071
10641,Cambria Cogen,p42021
10642,Covanta Hempstead,p36059
10643,Covanta Essex Company,p34013
10646,Covanta Southeastern Connecticut Company,p09180
10648,Olinda Landfill Gas Recovery Plant,p06059
10649,Bear Mountain Limited,p06029
10650,Badger Creek Limited,p06029
10652,Burney Forest Products,p06089
10656,French Paper Hydro,p26021
10661,Collins Pine Project,p06063
10671,AES Shady Point LLC,p40079
10672,Cedar Bay Generating Company LP,p12031
10677,CES Placerita Power Plant,p06037
10678,AES Warrior Run Cogeneration Facility,p24001
10681,Dixie Valley Power Partnership,p32001
10682,Brush Generation Facility,p08087
10684,Argus Cogen Plant,p06071
10685,Westend Facility,p06071
10686,Rapids Energy Center,p27061
10687,Black River Hydro Associates,p36049
10690,ExxonMobil Baton Rouge Turbine Generator,p22033
10692,ExxonMobil Baytown Turbine,p48201
10693,Eastern Correctional Institute,p24039
10694,Pepperell Hydro Power Plant,p25017
10697,St Francisville Mill,p22125
10698,Graphic Packaging,p26077
10699,Georgia-Pacific Consr Prods LP-Naheola,p01023
10700,Red Shield Envir Old Town Facility,p23019
10706,Burney Creek,p06089
10707,Cove Hydroelectric,p06089
10708,Lost Creek I,p06089
10709,Ponderosa Bailey Creek,p06089
10718,Karen Avenue Wind Farm,p06065
10720,Kyocera America Project,p06073
10725,Selkirk Cogen,p36001
10726,Masspower,p25013
10728,Barker Lower,p23001
10733,Santa Maria Cogen Plant,p06083
10735,Barber Dam,p16001
10737,Sprague Hydro,p41035
10739,Hoge Lumber,p39011
10740,Magic Dam Hydroelectric Project,p16013
10741,Clear Lake Cogeneration Ltd,p48201
10743,Morgantown Energy Facility,p54061
10745,Midland Cogeneration Venture,p26111
10746,Covanta Delaware Valley,p42045
10748,Marina Landfill Gas,p06053
10751,Camden Plant Holding LLC,p34007
10752,Lachute Hydro Lower,p36031
10753,Lachute Hydro Upper,p36031
10755,Rifle Generating Station,p08045
10759,Salton Sea Power Gen Co - Unit 3,p06025
10761,Las Vegas Generating Station,p32003
10763,Geo East Mesa III,p06025
10764,Blue Lake Power LLC,p06023
10765,Indeck Jonesboro Energy Center,p23029
10766,Indeck West Enfield Energy Center,p23019
10767,Rio Bravo Fresno,p06019
10768,Rio Bravo Jasmin,p06029
10771,Hopewell Power Station,p51670
10772,Rio Bravo Rocklin,p06061
10773,Altavista Power Station,p51031
10774,Southampton Power Station,p51175
10776,E F Oxnard Energy Facility,p06111
10777,HL Power,p06035
10781,Koyle Ranch Hydroelectric Project,p16047
10784,Colstrip Energy LP,p30087
10787,Piedmont Hydro Power Project,p45045
10789,Sabine River Works,p48361
10790,Victoria Texas Plant,p48469
10793,Seaford Delaware Plant,p10005
10795,Camden South Carolina,p45055
10796,Waynesboro Virginia Plant,p51820
10798,Fries Hydroelectric Project,p51077
10799,Pelzer Upper,p45007
10800,Pelzer Lower,p45007
10801,Ware Shoals Hydro Project,p45059
10803,Ogdensburg Power,p36089
10805,Kenilworth Energy Facility,p34039
10806,Crystal Springs,p16053
10807,Dietrich Drop,p16063
10808,Low Line Rapids,p16083
10809,Rock Creek II,p16083
10810,NTC/MCRD Energy Facility,p06073
10811,Naval Station Energy Facility,p06073
10812,North Island Energy Facility,p06073
10815,Difwind Farms Ltd VII,p06077
10817,Port Leyden Hydroelectric Project,p36049
10819,Ada Cogeneration LP,p26081
10820,Aliso Water Management Agency,p06059
10822,Grayling Generating Station,p26039
10823,Deer Island Treatment Plant,p25025
10824,Oakdale Power Station,p25027
10825,Cosgrove Intake and Power Station,p25027
10826,Winsor Dam Power Station,p25015
10836,Woodland Biomass Power Ltd,p06113
10837,Covanta Mendota,p06019
10838,Springfield Power LLC,p33019
10839,DG Whitefield LLC,p33007
10840,Covanta Delano Energy,p06029
10848,Walden,p36071
10849,Silver Bay Power,p27075
10853,Center Falls,p36115
10855,Cargill Corn Milling Division,p19135
10857,Archer Daniels Midland Fredonia,p20205
10859,Valdosta,p13185
10860,Archer Daniels Midland Clinton,p19045
10861,Archer Daniels Midland Des Moines,p19153
10862,Archer Daniels Midland Lincoln,p31109
10863,Archer Daniels Midland Mankato,p27013
10864,Archer Daniels Midland Cedar Rapids,p19113
10865,Archer Daniels Midland Decatur,p17115
10866,Archer Daniels Midland Peoria,p17143
10867,Tate & Lyle Decatur Plant Cogen,p17115
10869,Biomass One LP,p41029
10870,Hazelton,p42079
10872,Kings Falls Hydroelectric,p36049
10873,Coso Finance Partners,p06027
10874,Coso Power Developers,p06027
10875,Coso Energy Developers,p06027
10878,Salton Sea Power Gen Co Unit 1,p06025
10879,Salton Sea Power Gen Co - Unit 2,p06025
10880,Bidwell Ditch Project,p06089
10881,Roaring Creek Water Power,p06089
10882,Hatchet Creek Project,p06089
10883,Medical Area Total Energy Plant,p25025
10884,Olive View Medical Center,p06037
10902,Victory Mills,p36011
10903,Lockport Powerhouse,p17197
50001,Altamont Midway Ltd,p06077
50002,Pittsfield Generating LP,p25003
50003,Chalk Cliff Limited,p06029
50006,Linden Cogen Plant,p34039
50010,Glen Ferris Hydro,p54019
50011,Hawks Nest Hydro,p54019
50024,HGST San Jose Standby Generator,p06085
50026,Corpus Refinery,p48355
50028,Plant 31 Paper Mill,p22073
50031,Mt Ida Hydroelectric,p36083
50034,Valley Falls Hydroelectric Facility,p36083
50035,MMWAC Resource Recovery Facility,p23001
50036,New Martinsville Hannibal Hydro,p54103
50037,Rio Bravo Hydro Project,p06029
50039,Kline Township Cogen Facility,p42107
50041,Norton Powerhouse,p25027
50043,Houston Chemical Complex Battleground,p48201
50047,International Paper Jay Hydro,p23007
50049,Scotia Co-gen Humboldt Redwood Company LLC,p06023
50051,Penobscot Energy Recovery,p23019
50054,Rice University,p48201
50060,Brown Station Road Plant I,p24033
50061,San Diego State University,p06073
50062,San Joaquin Cogen,p06077
50064,Univ of Calif Santa Cruz Cogeneration,p06087
50066,Calistoga Power Plant,p06033
50067,Borger Plant,p48233
50071,Palm Beach Renewable Energy Facility 1,p12099
50074,Marcus Hook Refinery Cogen,p42045
50076,Santa Felicia Dam,p06111
50077,Waste Energy Services,p26163
50079,Goodyear Lake Plant,p36077
50080,Otis Hydro,p23001
50081,International Paper Riley Hydro,p23007
50082,International Paper Livermore Hydro,p23001
50083,Washington State University,p53075
50087,Univ of Massachusetts Medical Center,p25027
50088,University of Northern Iowa,p19013
50089,Univ of San Francisco Cogen,p06075
50091,Sheep Creek Hydro,p53065
50093,Chateaugay High Falls Hydro,p36033
50094,Veolia Energy Trenton L.P.,p34021
50099,Tamarack Energy Partnership,p16003
50101,WestRock (TX),p48241
50103,China Mill Hydro,p33013
50105,Ground Water Pumping Station,p41051
50109,Paris Energy Center,p48277
50110,Sierra Pacific Burney Facility,p06089
50111,Sierra Pacific Loyalton Facility,p06091
50112,Sierra Pacific Quincy Facility,p06063
50115,US Borax,p06029
50118,Hal C Weaver Power Plant,p48453
50119,Phillips 66 Rodeo Refinery,p06013
50121,Valero Refinery Corpus Christi West,p48355
50123,Normanskill Hydro Project,p36001
50126,Ottauquechee Hydro,p50027
50127,Signal Hill Generating LLC,p48485
50128,Clear Lake Hydro Project,p06033
50129,Indian Valley Dam Hydro Project,p06033
50131,Coalinga Cogeneration,p06019
50134,Sycamore Cogeneration,p06029
50136,South Oaks Hospital,p36103
50137,Newgulf Cogen,p48481
50141,Snider Industries,p48203
50146,Imperial Savannah LP,p13051
50147,R E Badger Filtration Plant,p06073
50148,Linde Wilmington,p06037
50150,Union Carbide Seadrift Cogen,p48057
50152,Dow St Charles Operations,p22089
50153,Texas City Plant Union Carbide,p48167
50156,Bear Creek,p06089
50157,Sanford Dam,p26111
50158,Edenville,p26051
50159,Secord,p26051
50160,Smallwood,p26051
50166,International Paper Woronoco Mill,p25013
50169,Wichita Plant,p20173
50170,Berry Cogen,p06029
50175,Emporia,p51595
50176,Union Falls,p36019
50177,Blackstone/Tupperware,p44007
50178,Halifax,p51083
50179,Box Canyon Dam,p06093
50180,Olsen,p06089
50184,Columbus MS,p28087
50185,Cosmo Specialty Fibers Plant,p53027
50187,Nippon Dynawave Packaging Longview WA,p53015
50188,International Paper Co. - New Bern Mill,p37049
50189,Domtar Paper Co LLC Plymouth NC,p37117
50190,Domtar Paper Company Rothschild,p55073
50191,IP Springfield Oregon,p41039
50192,International Paper Valliant OK,p40089
50200,B Braun Medical,p06059
50201,"Multitrade Rabun Gap, LLC",p13241
50202,WPS Power Niagara,p36063
50203,US Gypsum Oakfield,p36037
50205,Williams Ignacio Natural Gas Plant,p08067
50206,Vallecito Hydroelectric,p08067
50208,Pinetree Power,p33009
50210,Vulcan-BN Geothermal Power Company,p06025
50215,York County Resource Recovery,p42133
50216,Watson Cogeneration,p06037
50218,Woodward Power Plant,p06099
50219,Frankenheimer Power Plant,p06099
50223,Nelson Creek,p06089
50224,Oxnard Wastewater Treatment Plant,p06111
50225,Regional Waste Systems,p23005
50228,Rocky Brook Hydroelectric,p53031
50229,Texas Petrochemicals,p48201
50230,Robbins Lumber,p23027
50231,SDS Lumber Gorge Energy Division,p53039
50233,San Dimas Wash Generating Station,p06037
50234,San Antonio Regional Hospital,p06071
50240,Purdue University,p18157
50241,Providence Memorial Hospital,p48141
50242,VC Porterdale Hydroelectric,p13217
50243,Bucksport Generation LLC,p23009
50244,Canton North Carolina,p37087
50250,International Paper Pensacola,p12033
50251,Verso Paper Quinnesec Mich Mill,p26043
50252,Sartell Dam,p27009
50254,KapStone Kraft Paper Corp,p37083
50260,Oakwood Hospital & Medical Center,p26163
50261,New Lahontan,p32001
50267,Redlands Water & Power,p08077
50268,Hewittville Hydroelectric,p36089
50269,Unionville Hydro Project 2499 NY,p36089
50270,ExxonMobil Santa Ynez Facility,p06083
50273,Pioneer Valley Resource Recovery,p25013
50274,Simplot Leasing Don Plant,p16077
50275,Park 500 Philip Morris USA,p51041
50276,Wintec Energy Ltd,p06065
50277,ReEnergy Chateaugay Power Station,p36033
50278,Worumbo Hydro Station,p23001
50279,Archbald Power Station,p42069
50280,Dahowa Hydro,p36115
50281,San Gorgonio Farms Wind Farm,p06065
50282,Luke Mill,p24001
50284,American Eagle Paper Mills,p42013
50285,Lower Village Water Power Project,p33019
50290,SEMASS Resource Recovery,p25023
50292,Bethpage Power Plant,p36059
50293,Wadham Energy LP,p06011
50296,Packaging Corp of America,p47071
50298,Wheelabrator Lassen,p06089
50299,AltaGas Ripon Energy Inc.,p06077
50300,AltaGas Pomona Energy Inc.,p06037
50304,Shell Deer Park,p48201
50305,LaFarge Alpena,p26007
50307,University of Oklahoma,p40027
50310,Standby Generation Plant,p12033
50311,Passaic Valley Water Commission,p34031
50312,Pembroke Hydro,p33013
50315,Chasm Hydro Partnership,p36033
50316,Bunge North America East LLC,p18001
50318,Par Sterile Products,p26125
50322,Site 980 65,p06039
50323,Marco Ranch,p16053
50324,Newfound Hydroelectric,p33009
50326,Nalco,p17043
50328,Byllesby,p27037
50329,West Point Treatment Plant,p53033
50337,Mooseheart Power House,p17089
50341,PCS Nitrogen Fertilizer LP,p22047
50344,Smithtown Energy Partners LP,p36103
50345,Oyster Bay Energy Partners LP,p36059
50346,Onondaga Energy Partners LP,p36067
50348,Oceanside Energy,p36059
50350,Forks of Butte Hydro Project,p06007
50351,Rolfe Canal Hydro,p33013
50352,Nacimiento Hydro Project,p06053
50353,Penacook Lower Falls,p33013
50354,Newport Hydro,p36043
50359,Sloss Industries Corp,p01073
50360,Michell Butte Power Project,p41045
50361,Owyhee Dam Power Project,p41045
50362,Tunnel 1 Power Project,p41045
50363,Mesquite Lake Energy Park Plant 2,p06025
50365,Ridgewood Providence Power,p44007
50366,University of Notre Dame,p18141
50368,Cornell University Central Heat,p36109
50371,"The Mosaic Company, Plant City Facility",p12057
50373,Paxton Creek Cogeneration,p42043
50375,East Portal Generator,p06037
50380,Upriver Dam Hydro Plant,p53063
50382,Twin Reservoirs,p53071
50384,Gregg Falls,p33011
50385,Newark Bay Cogeneration Partnership LP,p34013
50386,Windland,p06029
50388,Phillips 66 Carbon Plant,p06013
50389,Port Allen (LA),p22121
50393,Friant Hydro Facility,p06019
50395,Georgia-Pacific Corp - Nekoosa Mill,p55141
50396,Dillard Complex,p41019
50397,P H Glatfelter,p42133
50398,International Paper Savanna Mill,p13051
50400,Sand Bar Power Plant,p06109
50404,BP Chemicals Green Lake Plant,p48057
50406,Somerset Plant,p23025
50407,Mobile Energy Services LLC,p01097
50408,Park Mill,p55075
50409,Menominee Mill Marinette,p26109
50410,Chester Operations,p42045
50411,Rutgers Biomedical and Health Cogen,p34013
50413,Olmsted Waste Energy,p27109
50414,Penacook Upper Falls Hydro,p33013
50416,Tannery Island Power,p36045
50421,Orchard Avenue 1,p53077
50423,Cowiche,p53077
50424,Duluth Paper Mill,p27137
50426,Warm Springs Forest Products,p41031
50427,Bronx Zoo,p36005
50431,University of Michigan,p26161
50433,Ada Dam,p26081
50435,Sugarloaf Hydro Plant,p08065
50436,Cascade Dam,p26081
50437,French Landing Dam,p26163
50439,Oconto Falls Lower,p55083
50447,S D Warren Westbrook,p23005
50449,Indeck Silver Springs Energy Center,p36121
50450,Indeck Oswego Energy Center,p36075
50451,Indeck Yerkes Energy Center,p36029
50456,Procter & Gamble Cincinnati Plant,p39061
50458,Indeck Corinth Energy Center,p36091
50461,Cheboygan,p26031
50463,Procter & Gamble Mehoopany Mill,p42131
50464,Oxnard,p06111
50465,Flint River Operations,p13193
50466,Buckeye Florida LP,p12123
50468,Rocky Mount Mill,p37127
50471,Deer Park Plant,p48201
50472,"Covanta Niagara I, LLC",p36063
50473,Suwannee River Chemical Complex,p12047
50474,Swift Creek Chemical Complex,p12047
50475,Corpus Christi,p48355
50476,Packaging of America Tomahawk Mill,p55069
50479,Georgia-Pacific Big Island,p51019
50481,Tennessee Eastman Operations,p47163
50482,Clewiston Sugar House,p12051
50483,Bryant Sugar House,p12099
50485,Altech III,p06065
50487,PPG Powerhouse A,p22019
50488,PPG Riverside,p22019
50489,PPG Powerhouse C,p22019
50490,PPG Plant C Caustic,p22019
50491,Axiall Natrium Plant,p54051
50492,Gas Utilization Facility,p06073
50493,Double C Generation Limited Partnership,p06029
50494,Kern Front Limited,p06029
50495,High Sierra Limited,p06029
50497,Bayonne Plant Holding LLC,p34017
50498,Capital District Energy Center,p09110
50509,PCS Phosphate,p37013
50510,Mosaic Co Mulberry Facility,p12105
50512,Glen Park Hydroelectric Project,p36045
50513,Stillwater Reservoir Hydro,p36043
50514,Fort Miller Hydroelectric Facility,p36091
50530,Equilon Los Angeles Refining,p06037
50532,Victory Garden (Tehachapi),p06029
50533,Painted Hills,p06065
50534,Santa Clara (85C),p06001
